pair_id,transition_id,arm,step,cls_rep_cosine,target_token_mean_abs,target_token_rms,target_token_l2_norm,target_token_max_abs,target_token_zero_fraction,target_token_finite,closedset_ce_mean_abs,closedset_ce_rms,closedset_ce_l2_norm,closedset_ce_max_abs,closedset_ce_zero_fraction,closedset_ce_finite,margin_mean_abs,margin_rms,margin_l2_norm,margin_max_abs,margin_zero_fraction,margin_finite,cls_total_mean_abs,cls_total_rms,cls_total_l2_norm,cls_total_max_abs,cls_total_zero_fraction,cls_total_finite,representation_mean_abs,representation_rms,representation_l2_norm,representation_max_abs,representation_zero_fraction,representation_finite
P19,T10,p19_diag_best_small_steps,0,0.027390234172344208,0.007404080592095852,0.03822287917137146,41.94469451904297,7.232840538024902,0.0,True,0.007394753396511078,0.038233682513237,41.95655059814453,7.292929172515869,0.0,True,0.014802627265453339,0.07653980702161789,83.99259948730469,14.620464324951172,0.0,True,0.014841067604720592,0.07644427567720413,83.88775634765625,14.544652938842773,0.0,True,2.296061012430073e-07,5.035955723542429e-07,0.0005526313907466829,7.3297880589962e-05,0.0,True
P19,T10,p19_diag_best_small_steps,10,0.02147955447435379,0.0045135351829230785,0.011537149548530579,12.660537719726562,1.0369396209716797,0.0,True,0.0045149787329137325,0.011522705666720867,12.64468765258789,1.0134902000427246,0.0,True,0.010601399466395378,0.027908213436603546,30.625675201416016,3.317204713821411,0.0,True,0.010596050880849361,0.02790253423154354,30.619443893432617,3.3167619705200195,0.0,True,1.5051718094127864e-07,2.6188430979345867e-07,0.0002873843477573246,1.2240425348863937e-05,0.0,True
P19,T10,p19_diag_best_small_steps,20,-0.03245692700147629,0.0012538271257653832,0.005591084714978933,6.135496616363525,0.4938492774963379,0.0,True,0.0012579367030411959,0.005611831787973642,6.158263683319092,0.4963241517543793,0.0,True,0.0023943488486111164,0.011639216914772987,12.772542953491211,1.069460391998291,0.0,True,0.002397196600213647,0.011635849252343178,12.76884937286377,1.085808515548706,0.0,True,1.5733648695004376e-07,2.84143197859521e-07,0.00031181061058305204,1.4869302503939252e-05,0.0,True
P19,T10,p19_diag_best_small_steps,30,0.0020427461713552475,5.299071290210122e-06,2.3582711946801282e-05,0.025878993794322014,0.002491232007741928,0.0,True,5.288762167765526e-06,2.3541555492556654e-05,0.02583383023738861,0.0024552287068217993,0.0,True,3.1735950756228704e-07,1.713478923193179e-06,0.001880322815850377,0.0001955967309186235,0.0,True,3.1633496178073983e-07,1.7086834986912436e-06,0.0018750604940578341,0.00019594909099396318,0.0,True,1.1023283263966732e-07,2.0705154213374044e-07,0.00022721244022250175,1.94122658285778e-05,0.0,True
P19,T10,p19_diag_best_small_steps,40,5.153706297278404e-05,8.024361619618503e-08,4.145150001022557e-07,0.0004548769211396575,5.085069278720766e-05,0.0,True,7.94664813952295e-08,4.125886334804818e-07,0.0004527629935182631,5.1040991820627823e-05,0.0,True,1.0146616186146318e-11,6.27463359048619e-11,6.885603909267957e-08,8.04451172342624e-09,0.0,True,1.010185424893395e-11,6.241523270444915e-11,6.849269595932128e-08,7.913752320121148e-09,0.0,True,7.868232643204465e-08,1.5176671297467692e-07,0.00016654444334562868,1.2888786841358524e-05,0.0,True
P19,T10,p19_diag_best_small_steps,50,-0.006276252213865519,1.3245177399312524e-07,1.0830170822373475e-06,0.0011884719133377075,0.0003123971400782466,0.0,True,1.3156999045804696e-07,1.080551896848192e-06,0.001185766770504415,0.00031498921453021467,0.0,True,6.296933807714566e-11,5.241790890231357e-10,5.752191327701439e-07,1.472240143129966e-07,0.0,True,6.27419019516573e-11,5.222438037577604e-10,5.730954626415041e-07,1.472793655921123e-07,0.0,True,5.2352426394008944e-08,9.829112457282463e-08,0.0001078618734027259,8.037190127652138e-06,0.0,True
P19,T10,p19_diag_best_small_steps,75,-0.016610287129878998,1.8264333334627736e-07,9.91951878859254e-07,0.0010885396040976048,0.00011987412290181965,0.0,True,1.8148581659716e-07,9.857224085862981e-07,0.0010817036963999271,0.00011773969163186848,0.0,True,7.061325413282304e-10,3.874006893056503e-09,4.251224254403496e-06,4.783048552781111e-07,0.0,True,7.075411367907236e-10,3.885167298989245e-09,4.26347151005757e-06,4.853521318182175e-07,0.0,True,3.7290178056537115e-08,7.715650696127341e-08,8.466934377793223e-05,7.794761586410459e-06,0.0,True
P19,T10,p19_diag_best_small_steps,99,-0.0011153750820085406,3.1896771446326966e-08,1.9193561229258194e-07,0.00021062465384602547,3.255139381508343e-05,0.0,True,3.237557422153259e-08,1.9707918852418516e-07,0.00021626906527671963,3.30636503349524e-05,0.0,True,5.69377661338577e-12,3.4479467891923576e-11,3.7836780819588967e-08,5.9599285506806154e-09,0.0,True,5.673634739106204e-12,3.4390063713418684e-11,3.773867263134889e-08,6.009252651040242e-09,0.0,True,3.1469237882220114e-08,6.578640210364028e-08,7.219211693154648e-05,5.83367773288046e-06,0.0,True
P19,T10,p19_diag_best_standard,0,0.028820600360631943,0.007402900140732527,0.03818603977560997,41.904266357421875,7.256335735321045,0.0,True,0.007382041774690151,0.038243599236011505,41.96743392944336,7.316279888153076,0.0,True,0.014883816242218018,0.0772641971707344,84.78752136230469,14.77647876739502,0.0,True,0.014854044653475285,0.07707832753658295,84.58354949951172,14.658872604370117,0.0,True,2.2961647516694939e-07,5.0365309789413e-07,0.0005526944878511131,7.35178982722573e-05,0.0,True
P19,T10,p19_diag_best_standard,10,0.07199124991893768,0.0017930192407220602,0.007482275832444429,8.210835456848145,2.427255868911743,0.0,True,0.0018011460779234767,0.0075449105352163315,8.279569625854492,2.455909252166748,0.0,True,0.005667577963322401,0.02935011312365532,32.20797348022461,11.909021377563477,0.0,True,0.0056757149286568165,0.029581435024738312,32.461822509765625,12.026386260986328,0.0,True,1.5420762622397888e-07,2.7555901738196553e-07,0.0003023906028829515,2.7379554012441076e-05,0.0,True
P19,T10,p19_diag_best_standard,20,0.03934350609779358,0.009754935279488564,0.06562841683626175,72.01874542236328,9.17391300201416,0.0,True,0.009679291397333145,0.06497664749622345,71.30351257324219,9.067680358886719,0.0,True,0.023178094998002052,0.1561020463705063,171.3019256591797,21.673715591430664,0.0,True,0.023137371987104416,0.15565524995326996,170.81161499023438,21.68357276916504,0.0,True,1.0286749585475263e-07,1.8938838763915555e-07,0.00020782940555363894,1.2244036952324677e-05,0.0,True
P19,T10,p19_diag_best_standard,30,0.004696122370660305,1.1396749499681391e-07,6.83494477016211e-07,0.0007500473293475807,9.467770723858848e-05,0.0,True,1.1467675165022229e-07,6.934383236512076e-07,0.0007609593449160457,9.912501991493627e-05,0.0,True,7.550693403857167e-11,4.926905550206584e-10,5.406644731920096e-07,7.879142316369325e-08,0.0,True,7.629255560637205e-11,5.016135840030245e-10,5.504563773683913e-07,8.061336131959251e-08,0.0,True,5.34237862837017e-08,1.0204992406670499e-07,0.0001119866719818674,1.1836756129923742e-05,0.0,True
P19,T10,p19_diag_best_standard,40,0.0048505947925150394,2.3706763386144303e-05,0.00017989028128795326,0.19740645587444305,0.047331515699625015,0.0,True,2.366261833230965e-05,0.00018042681040242314,0.19799523055553436,0.047585319727659225,0.0,True,3.842938440357102e-06,2.926683191617485e-05,0.03211658447980881,0.007671504747122526,0.0,True,3.903933247784153e-06,2.964490522572305e-05,0.03253147006034851,0.007742592599242926,0.0,True,4.2037314074150345e-08,7.737527596418659e-08,8.490941399941221e-05,5.785922894574469e-06,0.0,True
